TransactionAmount,CustomerAge,TransactionDuration,AccountBalance,Cluster,TransactionType,Channel,CustomerOccupation
422.9,40.0,111.0,7616.43,2,Debit,ATM,Engineer
20.62,35.0,225.0,12500.8,5,Credit,ATM,Doctor
174.39,19.0,36.0,1127.08,2,Debit,ATM,Student
7.86,76.0,91.0,3621.98,3,Credit,Branch,Retired
61.98,49.0,44.0,5212.28,1,Debit,Online,Engineer
54.85,58.0,40.0,2727.45,3,Credit,Branch,Retired
204.7,49.0,95.0,5117.03,0,Debit,Branch,Doctor
16.55,26.0,159.0,6089.79,0,Debit,Branch,Engineer
91.32,58.0,77.0,2618.1,0,Debit,Branch,Engineer
195.49,31.0,212.0,11988.12,2,Debit,ATM,Doctor
49.62,55.0,111.0,3841.4199999999996,2,Debit,ATM,Engineer
487.16,28.0,84.00000000000001,321.21,3,Credit,Branch,Student
405.6,37.0,44.0,9754.73,1,Debit,Online,Engineer
512.95,57.0,143.0,9584.52,0,Debit,Branch,Engineer
345.94,31.0,163.0,7624.56,2,Debit,ATM,Doctor
356.56,47.0,52.00000000000001,2485.73,1,Debit,Online,Engineer
10.31,36.0,280.0,2137.9,1,Debit,Online,Engineer
211.69,30.0,111.0,6412.85,0,Debit,Branch,Doctor
221.49,23.0,196.0,707.25,3,Credit,Branch,Student
278.23,48.0,83.0,8300.54,1,Debit,Online,Engineer
116.88,45.0,263.0,7717.339999999999,2,Debit,ATM,Doctor
328.77,39.0,247.0,6967.03,4,Credit,Online,Doctor
77.53,54.0,55.0,5158.6,0,Debit,Branch,Retired
421.74,67.0,103.0,12031.14,1,Debit,Online,Doctor
313.69,73.0,151.99999999999997,7093.68,0,Debit,Branch,Retired
411.72,29.0,153.0,8539.86,0,Debit,Branch,Doctor
508.72999999999996,59.0,89.0,7640.57,0,Debit,Branch,Retired
153.08,24.0,201.0,1292.21,2,Debit,ATM,Student
23.01,63.0,166.0,5958.75,0,Debit,Branch,Retired
69.28,25.0,129.0,708.7399999999999,1,Debit,Online,Student
51.25,28.0,66.0,1744.4,3,Credit,Branch,Student
407.65,25.0,263.0,273.78,2,Debit,ATM,Student
459.25,25.0,59.00000000000001,130.76,0,Debit,Branch,Student
301.56,49.0,118.0,10389.6,0,Debit,Branch,Doctor
17.67,63.0,91.0,1048.18,1,Debit,Online,Doctor
5.29,32.0,132.0,12896.68,4,Credit,Online,Doctor
401.37,43.0,251.0,8208.54,0,Debit,Branch,Engineer
145.4,38.0,24.0,5244.49,1,Debit,Online,Engineer
556.34,37.0,45.99999999999999,11935.14,1,Debit,Online,Doctor
34.31,24.0,251.0,1484.76,2,Debit,ATM,Student
780.59,23.0,145.0,6513.34,4,Credit,Online,Student
282.65,35.0,161.0,13801.15,2,Debit,ATM,Doctor
305.27,68.0,147.0,12958.65,1,Debit,Online,Doctor
185.81,32.0,116.00000000000001,9588.71,1,Debit,Online,Doctor
66.01,49.0,179.0,3475.99,1,Debit,Online,Engineer
447.95,29.0,75.0,7544.399999999999,0,Debit,Branch,Engineer
279.3,19.0,48.0,1193.61,2,Debit,ATM,Student
26.75,33.0,26.999999999999996,12063.77,1,Debit,Online,Doctor
611.15,27.0,121.0,892.8299999999999,2,Debit,ATM,Student
275.2,54.0,81.0,1230.12,1,Debit,Online,Engineer
427.79,18.0,189.0,1479.67,0,Debit,Branch,Student
469.13000000000005,54.0,139.0,1265.28,5,Credit,ATM,Doctor
102.81,76.0,47.0,3228.87,0,Debit,Branch,Retired
22.61,19.0,145.0,1111.67,1,Debit,Online,Student
68.28,56.0,293.0,3213.16,1,Debit,Online,Engineer
33.65,63.0,146.0,12719.93,4,Credit,Online,Doctor
362.68,63.0,137.0,2040.77,5,Credit,ATM,Retired
73.23,20.0,172.0,1309.85,0,Debit,Branch,Student
654.49,25.0,104.0,164.61,4,Credit,Online,Student
18.56,49.0,161.0,4230.37,3,Credit,Branch,Engineer
389.05,27.0,41.0,761.0,2,Debit,ATM,Student
7.38,67.0,105.0,2923.83,1,Debit,Online,Retired
109.48,61.0,93.0,7372.47,1,Debit,Online,Retired
66.91,39.0,85.0,871.1,2,Debit,ATM,Doctor
335.48,45.0,155.0,3023.16,0,Debit,Branch,Engineer
38.14,19.0,174.0,1119.21,1,Debit,Online,Student
360.02,68.0,68.00000000000001,6400.59,1,Debit,Online,Retired
567.71,63.0,80.0,13884.24,1,Debit,Online,Doctor
218.19,19.0,185.0,620.83,2,Debit,ATM,Student
209.99,19.0,40.0,1938.0100000000002,2,Debit,ATM,Student
11.02,19.0,280.0,964.79,0,Debit,Branch,Student
83.43,56.0,109.0,1870.16,1,Debit,Online,Retired
344.97,34.0,106.0,5577.94,1,Debit,Online,Doctor
172.29,36.0,283.0,8700.8,2,Debit,ATM,Engineer
195.54,60.0,255.0,2794.66,1,Debit,Online,Retired
101.23,45.0,87.0,6169.71,1,Debit,Online,Engineer
180.46,25.0,34.0,831.7499999999999,2,Debit,ATM,Student
692.55,53.0,109.0,2451.56,0,Debit,Branch,Retired
147.31,34.0,91.99999999999999,13625.52,4,Credit,Online,Doctor
107.48,20.0,103.0,1379.39,0,Debit,Branch,Student
81.51,25.0,97.0,865.4899999999999,0,Debit,Branch,Student
365.48,76.0,215.99999999999997,7147.4,4,Credit,Online,Retired
491.1,35.0,125.0,7833.85,4,Credit,Online,Engineer
452.8,80.0,151.0,4840.67,0,Debit,Branch,Retired
645.04,70.0,78.0,7361.47,0,Debit,Branch,Retired
169.28,45.0,114.0,5128.44,0,Debit,Branch,Doctor
88.42,62.0,91.0,12381.45,2,Debit,ATM,Doctor
155.53,29.0,66.0,4008.05,2,Debit,ATM,Engineer
39.24,77.0,106.0,6462.41,2,Debit,ATM,Retired
152.01,42.0,111.0,4625.12,2,Debit,ATM,Engineer
78.77,48.0,50.00000000000001,6470.57,5,Credit,ATM,Engineer
26.5,48.0,179.0,4854.83,1,Debit,Online,Engineer
83.62,48.0,146.0,12652.22,2,Debit,ATM,Doctor
142.78,68.0,150.0,11705.88,0,Debit,Branch,Doctor
55.99,35.0,95.0,932.61,2,Debit,ATM,Doctor
774.48,61.0,30.999999999999996,11613.58,0,Debit,Branch,Doctor
105.37,25.0,160.0,1068.55,2,Debit,ATM,Student
118.83,28.0,295.0,1616.3,1,Debit,Online,Student
46.22,23.0,217.0,471.2799999999999,0,Debit,Branch,Student
659.71,21.0,148.0,106.86,3,Credit,Branch,Student
377.97,72.0,160.0,2457.1,1,Debit,Online,Retired
114.10000000000001,69.0,148.0,5882.12,0,Debit,Branch,Retired
11.3,55.0,41.0,1938.99,4,Credit,Online,Retired
95.5,57.0,17.0,4079.09,1,Debit,Online,Retired
130.93,28.0,149.0,860.1199999999999,3,Credit,Branch,Engineer
272.97,68.0,174.0,7811.310000000001,1,Debit,Online,Retired
73.35,24.0,47.0,1181.84,0,Debit,Branch,Student
29.940000000000005,58.0,243.0,10915.54,2,Debit,ATM,Doctor
307.24,19.0,136.0,1670.72,2,Debit,ATM,Student
50.52,20.0,140.0,1121.19,1,Debit,Online,Student
820.46,53.0,243.0,5621.86,4,Credit,Online,Engineer
153.07,56.0,116.00000000000001,8873.43,2,Debit,ATM,Engineer
52.94,41.0,146.0,6990.92,0,Debit,Branch,Doctor
384.41,60.0,65.0,7831.56,2,Debit,ATM,Engineer
235.42,51.0,175.0,6173.23,0,Debit,Branch,Retired
114.23000000000002,56.0,64.0,9523.72,2,Debit,ATM,Doctor
12.62,33.0,61.00000000000001,6420.47,0,Debit,Branch,Doctor
373.52,35.0,235.0,6430.41,2,Debit,ATM,Engineer
336.05,28.0,164.0,1635.05,0,Debit,Branch,Student
366.93,66.0,33.0,6697.79,1,Debit,Online,Retired
112.27,58.0,102.0,7369.89,0,Debit,Branch,Doctor
494.96000000000004,40.0,132.0,6903.68,2,Debit,ATM,Engineer
561.58,65.0,22.999999999999996,11748.86,1,Debit,Online,Doctor
440.94,42.0,148.0,7303.23,1,Debit,Online,Doctor
71.9,29.0,51.00000000000001,10619.35,0,Debit,Branch,Doctor
256.66,54.0,137.0,1794.5,4,Credit,Online,Retired
166.55,59.0,99.0,12970.21,3,Credit,Branch,Doctor
276.26,56.0,143.0,120.88999999999999,0,Debit,Branch,Doctor
35.46,67.0,164.0,5692.31,2,Debit,ATM,Doctor
38.14,50.0,165.0,9879.87,0,Debit,Branch,Engineer
506.25999999999993,64.0,86.0,6266.65,5,Credit,ATM,Retired
736.32,31.0,28.0,14268.95,1,Debit,Online,Doctor
389.43,52.0,151.0,6449.83,5,Credit,ATM,Engineer
25.58,60.0,166.0,6741.41,2,Debit,ATM,Engineer
446.1,25.0,243.0,1008.44,2,Debit,ATM,Student
147.74,23.0,15.0,1711.78,0,Debit,Branch,Student
46.23,77.0,282.0,5107.75,1,Debit,Online,Retired
265.37,33.0,77.0,5229.95,0,Debit,Branch,Engineer
342.57,20.0,91.0,339.16,1,Debit,Online,Student
417.26,32.0,45.0,10442.48,4,Credit,Online,Doctor
33.63,63.0,75.99999999999999,4324.4,1,Debit,Online,Retired
64.58,55.0,173.0,6292.29,0,Debit,Branch,Retired
23.23,21.0,122.0,269.01,3,Credit,Branch,Student
160.52,78.0,112.0,5379.25,5,Credit,ATM,Retired
278.88,64.0,179.0,1334.09,0,Debit,Branch,Doctor
285.49,53.0,109.0,6366.84,3,Credit,Branch,Doctor
71.87,22.0,258.0,1839.1,2,Debit,ATM,Student
308.8,53.0,41.0,3966.5399999999995,2,Debit,ATM,Retired
135.35,33.0,82.0,9983.36,0,Debit,Branch,Engineer
288.43,66.0,72.0,4577.09,0,Debit,Branch,Retired
147.46,65.0,205.0,7458.029999999999,4,Credit,Online,Doctor
214.15,32.0,217.0,6397.29,0,Debit,Branch,Engineer
71.34,49.0,144.0,6345.03,1,Debit,Online,Engineer
170.36,30.0,118.0,6034.73,2,Debit,ATM,Doctor
736.53,55.0,120.0,9826.26,2,Debit,ATM,Engineer
213.42,45.0,17.0,3736.3800000000006,2,Debit,ATM,Engineer
94.09,27.0,203.0,646.8499999999999,0,Debit,Branch,Student
91.23,72.0,86.0,6385.12,2,Debit,ATM,Retired
263.92,57.0,233.0,4161.71,3,Credit,Branch,Retired
77.5,51.0,201.0,11079.77,4,Credit,Online,Doctor
3.65,69.0,146.0,10017.11,1,Debit,Online,Doctor
43.88,26.0,251.0,1644.09,4,Credit,Online,Student
591.98,28.0,132.0,387.65,2,Debit,ATM,Student
224.79,18.0,129.0,528.38,1,Debit,Online,Student
64.3,55.0,67.0,7530.299999999999,2,Debit,ATM,Retired
111.79,62.0,49.0,10887.59,1,Debit,Online,Doctor
613.7,61.0,37.0,7307.11,3,Credit,Branch,Retired
26.07,20.0,18.999999999999996,349.98,0,Debit,Branch,Student
170.45,60.0,199.0,2284.41,0,Debit,Branch,Engineer
344.27,22.0,123.0,1918.3600000000001,0,Debit,Branch,Student
872.72,22.0,288.0,503.01,1,Debit,Online,Student
292.95,37.0,56.0,1216.91,0,Debit,Branch,Engineer
28.44,18.0,243.0,1071.04,2,Debit,ATM,Student
209.02,21.0,74.0,187.9,2,Debit,ATM,Student
20.05,72.0,171.0,7145.67,2,Debit,ATM,Retired
175.02,28.0,71.0,1493.88,1,Debit,Online,Student
89.5,41.0,134.0,8658.95,3,Credit,Branch,Engineer
69.96,28.0,30.999999999999996,164.12,0,Debit,Branch,Student
146.51,53.0,68.00000000000001,7089.9,2,Debit,ATM,Engineer
376.78,21.0,88.0,841.6499999999999,4,Credit,Online,Student
148.54,71.0,107.0,5677.05,3,Credit,Branch,Retired
388.77,26.0,30.0,1658.49,4,Credit,Online,Student
100.38,63.0,49.0,10171.68,0,Debit,Branch,Doctor
137.23,64.0,63.0,13847.99,0,Debit,Branch,Doctor
870.3,51.0,229.0,3688.98,2,Debit,ATM,Retired
458.94000000000005,52.0,180.0,5619.95,0,Debit,Branch,Engineer
327.35,20.0,175.0,342.08,3,Credit,Branch,Student
757.15,53.0,37.99999999999999,4702.86,1,Debit,Online,Engineer
5.64,59.0,47.0,12703.24,1,Debit,Online,Doctor
47.23,73.0,160.0,6659.81,4,Credit,Online,Retired
239.41000000000003,42.0,247.99999999999997,7860.65,4,Credit,Online,Doctor
7.48,55.0,29.000000000000004,1275.2,2,Debit,ATM,Engineer
170.97,26.0,292.0,1265.27,0,Debit,Branch,Student
262.43,37.0,274.0,12841.01,4,Credit,Online,Doctor
659.15,22.0,204.0,1241.59,2,Debit,ATM,Student
31.53,25.0,283.0,874.93,1,Debit,Online,Student
111.66,48.0,140.0,5716.72,4,Credit,Online,Engineer
250.01000000000002,62.0,88.0,1541.48,2,Debit,ATM,Retired
554.15,49.0,107.99999999999999,14817.22,2,Debit,ATM,Doctor
598.66,32.0,222.0,2587.11,3,Credit,Branch,Engineer
28.379999999999995,55.0,98.0,173.7,0,Debit,Branch,Doctor
16.8,49.0,94.0,11847.07,2,Debit,ATM,Doctor
896.79,33.0,168.00000000000003,11146.74,1,Debit,Online,Doctor
159.0,49.0,37.99999999999999,369.79,2,Debit,ATM,Engineer
56.31,75.0,195.0,6396.08,4,Credit,Online,Retired
203.99,52.0,215.0,4840.31,1,Debit,Online,Retired
50.99,29.0,75.99999999999999,1334.6,0,Debit,Branch,Doctor
101.28,32.0,75.0,2774.35,4,Credit,Online,Engineer
299.92,27.0,122.0,1368.0,2,Debit,ATM,Student
77.54,67.0,73.0,4536.38,1,Debit,Online,Retired
18.35,21.0,78.0,1293.39,0,Debit,Branch,Student
732.53,26.0,116.00000000000001,441.54,5,Credit,ATM,Student
65.11,34.0,150.0,8485.14,2,Debit,ATM,Engineer
67.07,24.0,56.0,999.6200000000001,5,Credit,ATM,Student
137.48,55.0,47.0,14273.42,0,Debit,Branch,Doctor
398.36,22.0,56.0,1863.7,2,Debit,ATM,Student
469.4599999999999,20.0,149.0,8640.56,2,Debit,ATM,Student
37.58,57.0,182.0,259.44,2,Debit,ATM,Doctor
160.24,31.0,15.0,5526.97,2,Debit,ATM,Engineer
315.39,23.0,93.0,929.6,3,Credit,Branch,Student
434.17,21.0,148.0,5335.44,2,Debit,ATM,Student
165.91,26.0,84.00000000000001,587.1199999999999,2,Debit,ATM,Student
211.36,47.0,194.0,4760.34,0,Debit,Branch,Engineer
241.45,26.0,158.0,1594.04,1,Debit,Online,Student
23.24,68.0,129.0,13777.79,0,Debit,Branch,Doctor
70.88,74.0,176.0,1794.65,3,Credit,Branch,Retired
314.52,80.0,229.0,7071.32,2,Debit,ATM,Retired
181.81,78.0,122.0,7525.7300000000005,4,Credit,Online,Retired
854.64,56.0,118.0,2989.25,0,Debit,Branch,Retired
261.19,64.0,52.00000000000001,7620.6,2,Debit,ATM,Retired
220.68,71.0,217.0,5549.2,4,Credit,Online,Retired
11.86,31.0,129.0,6782.61,0,Debit,Branch,Engineer
122.65,28.0,41.0,1968.51,1,Debit,Online,Student
395.16,56.0,17.0,5340.73,1,Debit,Online,Retired
704.69,51.0,150.0,3267.84,1,Debit,Online,Retired
369.89,69.0,69.00000000000001,6941.47,2,Debit,ATM,Retired
10.92,67.0,268.0,7567.2,2,Debit,ATM,Retired
199.14,31.0,36.0,7001.25,0,Debit,Branch,Engineer
109.43,70.0,140.0,1983.65,2,Debit,ATM,Retired
304.15,20.0,40.0,686.9099999999999,0,Debit,Branch,Student
620.54,28.0,98.0,213.36,3,Credit,Branch,Student
757.79,22.0,117.0,1443.02,1,Debit,Online,Student
122.80999999999999,52.0,12.0,8450.84,0,Debit,Branch,Doctor
96.25,61.0,171.0,7996.699999999999,1,Debit,Online,Retired
142.55,67.0,97.0,1262.68,1,Debit,Online,Doctor
35.94,23.0,141.0,1697.28,3,Credit,Branch,Student
24.86,58.0,292.0,2591.65,0,Debit,Branch,Engineer
103.08,60.0,109.0,12002.16,1,Debit,Online,Doctor
116.27,57.0,94.0,8726.92,1,Debit,Online,Engineer
363.84,73.0,118.0,5415.64,1,Debit,Online,Retired
34.74,59.0,72.0,3736.57,4,Credit,Online,Retired
64.01,19.0,240.0,1225.69,3,Credit,Branch,Student
108.75,50.0,22.999999999999996,14829.85,2,Debit,ATM,Doctor
50.9,28.0,150.0,1277.7,4,Credit,Online,Student
206.84,20.0,154.0,454.66,0,Debit,Branch,Student
37.4,20.0,84.00000000000001,1519.51,2,Debit,ATM,Student
154.21,46.0,75.0,8045.77,1,Debit,Online,Engineer
199.37,24.0,79.0,1331.3,1,Debit,Online,Student
410.49,25.0,134.0,1843.57,3,Credit,Branch,Student
18.23,56.0,28.0,8422.2,2,Debit,ATM,Engineer
398.7,47.0,276.0,7987.740000000001,2,Debit,ATM,Doctor
122.14,22.0,155.0,327.68,1,Debit,Online,Student
378.2,40.0,167.0,7372.81,0,Debit,Branch,Engineer
124.73999999999998,49.0,33.0,2987.97,2,Debit,ATM,Engineer
17.1,53.0,101.0,1619.54,2,Debit,ATM,Retired
287.05,22.0,212.0,1204.65,2,Debit,ATM,Student
874.72,28.0,173.0,4630.58,1,Debit,Online,Engineer
40.12,36.0,269.0,14304.38,5,Credit,ATM,Doctor
125.0,49.0,177.0,3215.76,4,Credit,Online,Engineer
348.44,24.0,147.0,1022.94,1,Debit,Online,Student
128.4,69.0,30.999999999999996,2610.64,2,Debit,ATM,Retired
320.93,55.0,178.0,9451.66,1,Debit,Online,Engineer
1.41,53.0,278.0,1244.17,2,Debit,ATM,Retired
50.52,54.0,293.0,12815.24,0,Debit,Branch,Doctor
383.95,31.0,143.0,9933.56,4,Credit,Online,Engineer
12.94,23.0,158.0,921.23,0,Debit,Branch,Student
329.75,56.0,211.0,6009.43,1,Debit,Online,Retired
40.79,18.0,80.0,1769.33,2,Debit,ATM,Student
99.25,63.0,93.0,2570.34,4,Credit,Online,Retired
150.6,69.0,59.00000000000001,3240.14,2,Debit,ATM,Retired
29.499999999999996,73.0,129.0,1229.32,1,Debit,Online,Retired
54.34,65.0,45.99999999999999,8019.890000000001,2,Debit,ATM,Doctor
18.25,53.0,18.0,14328.29,2,Debit,ATM,Doctor
633.87,27.0,175.0,330.16,1,Debit,Online,Student
81.15,19.0,114.0,1595.26,2,Debit,ATM,Student
83.95,75.0,170.0,7413.18,1,Debit,Online,Retired
410.4,61.0,78.0,2563.91,5,Credit,ATM,Retired
172.68,33.0,17.0,10724.95,2,Debit,ATM,Doctor
139.88,34.0,162.0,2969.71,2,Debit,ATM,Engineer
165.55,28.0,115.0,761.7799999999999,0,Debit,Branch,Student
53.79,54.0,137.0,6229.36,5,Credit,ATM,Engineer
285.69,63.0,35.0,2552.54,2,Debit,ATM,Retired
532.4,22.0,149.0,1033.73,2,Debit,ATM,Student
293.85,25.0,144.0,1919.97,1,Debit,Online,Student
27.94,79.0,120.0,1893.4399999999998,0,Debit,Branch,Retired
270.36,25.0,37.0,1783.04,2,Debit,ATM,Student
112.66,29.0,176.0,852.98,1,Debit,Online,Engineer
506.03,21.0,21.000000000000004,1123.89,0,Debit,Branch,Student
206.95,22.0,30.999999999999996,1817.65,0,Debit,Branch,Student
350.96,63.0,167.0,5463.94,2,Debit,ATM,Retired
261.63,20.0,150.0,477.03,0,Debit,Branch,Student
46.12,59.0,30.0,8874.01,0,Debit,Branch,Doctor
27.25,63.0,91.99999999999999,5365.2,3,Credit,Branch,Retired
331.66,76.0,145.0,7216.3,2,Debit,ATM,Retired
667.95,62.0,253.0,13558.56,5,Credit,ATM,Doctor
49.84,49.0,146.0,7872.04,2,Debit,ATM,Doctor
556.04,72.0,26.999999999999996,5200.04,2,Debit,ATM,Retired
88.06,18.0,288.0,1779.85,4,Credit,Online,Student
745.95,58.0,127.0,13264.14,2,Debit,ATM,Doctor
67.25,19.0,157.0,467.4,1,Debit,Online,Student
93.63,29.0,141.0,9873.62,2,Debit,ATM,Engineer
74.11,22.0,49.0,1257.9,0,Debit,Branch,Student
41.13,77.0,58.00000000000001,6067.54,3,Credit,Branch,Retired
192.02,79.0,154.0,5169.07,4,Credit,Online,Retired
291.27,77.0,121.0,6878.86,0,Debit,Branch,Retired
296.46,23.0,136.0,558.99,0,Debit,Branch,Student
341.84,27.0,89.0,1400.04,3,Credit,Branch,Student
98.41,27.0,48.0,912.7099999999999,1,Debit,Online,Student
109.28,36.0,112.0,6338.35,1,Debit,Online,Engineer
27.51,40.0,103.0,13645.63,4,Credit,Online,Doctor
12.18,76.0,77.0,4909.24,0,Debit,Branch,Retired
207.71,25.0,63.0,570.0999999999999,4,Credit,Online,Student
25.77,45.0,277.0,11749.77,4,Credit,Online,Doctor
127.57,52.0,75.0,6118.2,2,Debit,ATM,Retired
392.05,60.0,172.0,4383.69,2,Debit,ATM,Engineer
521.01,41.0,73.0,4004.55,3,Credit,Branch,Engineer
849.76,25.0,269.0,373.88,2,Debit,ATM,Student
172.5,68.0,30.999999999999996,6851.16,1,Debit,Online,Doctor
265.44,30.0,169.0,9700.77,2,Debit,ATM,Engineer
152.34,55.0,115.0,6853.51,0,Debit,Branch,Doctor
21.13,28.0,153.0,948.7,0,Debit,Branch,Student
111.55,46.0,101.0,12221.17,2,Debit,ATM,Doctor
321.82,32.0,43.0,6500.5,3,Credit,Branch,Engineer
148.77,67.0,175.0,2138.42,0,Debit,Branch,Retired
14.08,57.0,154.0,3908.6499999999996,0,Debit,Branch,Retired
566.33,24.0,66.0,379.82,5,Credit,ATM,Student
206.51,51.0,275.0,3921.74,2,Debit,ATM,Retired
180.94,75.0,57.0,7659.990000000001,0,Debit,Branch,Retired
77.9,21.0,128.0,664.7199999999999,0,Debit,Branch,Student
318.92,21.0,60.00000000000001,1167.25,3,Credit,Branch,Student
583.3,59.0,142.0,5896.01,4,Credit,Online,Engineer
100.68,63.0,139.0,1123.75,1,Debit,Online,Retired
589.64,62.0,210.0,2039.4,1,Debit,Online,Retired
225.93000000000004,25.0,199.0,1864.27,3,Credit,Branch,Student
651.55,72.0,82.0,2325.78,1,Debit,Online,Retired
80.97,38.0,157.0,5926.31,1,Debit,Online,Doctor
191.89,25.0,14.0,399.57,0,Debit,Branch,Student
304.75,78.0,125.0,1916.34,3,Credit,Branch,Retired
201.53,68.0,287.0,2732.86,1,Debit,Online,Retired
8.45,22.0,141.0,1115.3,2,Debit,ATM,Student
435.98,30.0,105.0,7334.08,0,Debit,Branch,Engineer
743.24,19.0,109.0,1024.19,4,Credit,Online,Student
16.27,57.0,44.0,10971.32,2,Debit,ATM,Doctor
290.86,45.0,36.0,14631.88,1,Debit,Online,Doctor
85.73,41.0,266.0,14928.35,2,Debit,ATM,Doctor
555.71,22.0,73.0,830.3699999999999,3,Credit,Branch,Student
40.03,23.0,200.00000000000003,6408.8,0,Debit,Branch,Student
73.01,25.0,61.99999999999999,1997.3299999999997,4,Credit,Online,Student
346.12,44.0,12.0,13084.27,0,Debit,Branch,Doctor
1.93,47.0,175.0,5684.09,0,Debit,Branch,Doctor
252.92999999999998,75.0,222.0,2760.37,2,Debit,ATM,Retired
238.54,19.0,12.0,868.9099999999999,2,Debit,ATM,Student
58.7,67.0,141.0,8937.35,0,Debit,Branch,Doctor
7.56,40.0,145.0,8528.72,2,Debit,ATM,Doctor
540.4,45.0,272.0,425.77,0,Debit,Branch,Doctor
264.14,64.0,125.0,8459.26,2,Debit,ATM,Doctor
248.14999999999998,75.0,202.0,2649.23,2,Debit,ATM,Retired
24.34,54.0,110.0,6659.12,0,Debit,Branch,Engineer
428.61,66.0,61.99999999999999,11937.04,2,Debit,ATM,Doctor
117.66,39.0,126.0,6794.17,3,Credit,Branch,Doctor
165.8,60.0,287.0,2064.76,1,Debit,Online,Engineer
289.18,65.0,64.0,3139.75,2,Debit,ATM,Retired
125.38999999999999,21.0,140.0,202.69,2,Debit,ATM,Student
305.18,58.0,215.99999999999997,4474.2,1,Debit,Online,Retired
506.90000000000003,64.0,56.0,11471.87,3,Credit,Branch,Doctor
504.12,25.0,101.0,1107.28,3,Credit,Branch,Student
42.09,29.0,118.0,5526.28,0,Debit,Branch,Engineer
607.28,32.0,84.00000000000001,9679.68,2,Debit,ATM,Doctor
91.9,77.0,125.0,1033.94,1,Debit,Online,Retired
303.43,22.0,30.0,1833.24,0,Debit,Branch,Student
668.78,20.0,141.0,983.6799999999998,2,Debit,ATM,Student
270.54,20.0,139.0,269.78,5,Credit,ATM,Student
247.93,37.0,79.0,9801.48,0,Debit,Branch,Engineer
34.67,19.0,71.0,888.6,1,Debit,Online,Student
326.03,18.0,137.0,290.24,4,Credit,Online,Student
148.26,25.0,57.0,958.7,2,Debit,ATM,Student
373.99,60.0,140.0,8590.5,2,Debit,ATM,Doctor
254.34000000000003,49.0,79.0,5461.08,1,Debit,Online,Engineer
819.48,25.0,26.0,1804.5,2,Debit,ATM,Student
14.0,49.0,173.0,7975.179999999999,2,Debit,ATM,Engineer
57.16,40.0,74.0,222.22,2,Debit,ATM,Engineer
282.26,37.0,278.0,6857.2,1,Debit,Online,Engineer
46.96,46.0,12.0,2028.92,1,Debit,Online,Engineer
473.20000000000005,34.0,173.0,248.52,1,Debit,Online,Doctor
192.97,59.0,140.0,3019.04,2,Debit,ATM,Retired
168.99,18.0,203.0,1523.57,2,Debit,ATM,Student
1.82,80.0,60.00000000000001,5571.39,1,Debit,Online,Retired
40.9,55.0,37.0,1514.34,2,Debit,ATM,Doctor
78.91,61.0,157.0,1817.43,1,Debit,Online,Doctor
169.97,22.0,12.0,6269.12,5,Credit,ATM,Student
17.79,61.0,162.0,2281.9,0,Debit,Branch,Retired
486.60999999999996,48.0,130.0,2006.69,5,Credit,ATM,Engineer
148.13,58.0,56.0,2189.38,0,Debit,Branch,Retired
164.52,61.0,162.0,11036.74,2,Debit,ATM,Doctor
720.89,27.0,120.0,447.06,2,Debit,ATM,Student
268.7,53.0,63.0,2104.74,2,Debit,ATM,Retired
637.34,51.0,278.0,5183.5,2,Debit,ATM,Retired
216.76,47.0,138.0,643.6399999999999,4,Credit,Online,Engineer
418.02,46.0,110.0,11011.86,2,Debit,ATM,Doctor
292.03,46.0,154.0,951.3300000000002,5,Credit,ATM,Engineer
251.4,57.0,178.0,2561.67,2,Debit,ATM,Retired
184.56,21.0,93.0,1549.27,1,Debit,Online,Student
33.76,26.0,227.0,3253.51,1,Debit,Online,Engineer
253.46000000000004,45.0,60.00000000000001,1338.95,2,Debit,ATM,Engineer
138.68,22.0,44.0,206.2,3,Credit,Branch,Student
42.56,18.0,146.0,4361.44,1,Debit,Online,Student
680.76,21.0,165.0,572.97,0,Debit,Branch,Student
53.83,70.0,131.0,4580.59,0,Debit,Branch,Retired
11.09,51.0,95.0,2990.05,0,Debit,Branch,Engineer
37.81,63.0,195.0,5208.98,0,Debit,Branch,Retired
449.18,67.0,50.00000000000001,1025.99,1,Debit,Online,Retired
297.6,39.0,162.0,1461.17,1,Debit,Online,Doctor
683.75,32.0,106.0,6333.72,0,Debit,Branch,Doctor
21.4,48.0,129.0,8551.6,4,Credit,Online,Engineer
315.94,78.0,93.0,4273.99,2,Debit,ATM,Retired
331.32,61.0,137.0,13054.54,0,Debit,Branch,Doctor
223.76,74.0,110.0,4102.23,3,Credit,Branch,Retired
216.03,42.0,300.0,10462.77,2,Debit,ATM,Doctor
17.42,74.0,150.0,6851.31,2,Debit,ATM,Retired
491.91,78.0,155.0,2421.94,1,Debit,Online,Retired
350.11,74.0,178.0,4639.04,4,Credit,Online,Retired
218.07,23.0,243.0,443.62,0,Debit,Branch,Student
291.09,48.0,73.0,6312.79,0,Debit,Branch,Engineer
422.14,26.0,109.0,1436.32,3,Credit,Branch,Student
613.21,61.0,157.0,3279.12,2,Debit,ATM,Retired
73.83,69.0,69.00000000000001,6020.29,1,Debit,Online,Doctor
67.33,59.0,36.0,5925.98,1,Debit,Online,Engineer
26.92,62.0,43.0,1674.94,2,Debit,ATM,Retired
18.3,48.0,155.0,3733.5200000000004,1,Debit,Online,Engineer
